accommodation_id,name,type,address,city,country,postal_code,latitude,longitude,star_rating,amenities,room_types,check_in_time,check_out_time,cancellation_policy,pet_policy,parking_available,wifi_available,breakfast_included,gym_available,pool_available,spa_available,business_center,room_service,concierge_service,contact_phone,contact_email,images,description,created_at,updated_at
ACC848786,Royal Villa Richmond,Villa,"8956 First Ave, Richmond",Richmond,Canada,45955,-10.214177,-160.368512,1,"[""Room Service"", ""Business Center"", ""Fitness Center"", ""Airport Shuttle"", ""Restaurant"", ""Beach Access""]","[""Deluxe Room"", ""Penthouse"", ""Villa"", ""Pool View Room""]",14:00,12:00,Non-refundable,No pets allowed,False,True,False,True,False,True,True,True,True,+41-324-230-3047,info@royalvillarichmond.com,"[""https://example.com/images/royal_villa_richmond_1.jpg"", ""https://example.com/images/royal_villa_richmond_2.jpg"", ""https://example.com/images/royal_villa_richmond_3.jpg"", ""https://example.com/images/royal_villa_richmond_4.jpg"", ""https://example.com/images/royal_villa_richmond_5.jpg"", ""https://example.com/images/royal_villa_richmond_6.jpg""]","Relax and unwind at Royal Villa Richmond, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC501276,Grand Villa Joliet,Villa,"4529 Oak St, Joliet",Joliet,United States,36771,12.510423,119.201541,2,"[""Gym"", ""24/7 Front Desk"", ""Tennis Court"", ""Pool"", ""Pet Friendly"", ""WiFi"", ""Room Service"", ""Golf Course"", ""Parking"", ""Elevator"", ""Concierge"", ""Bar""]","[""Garden View Room"", ""Twin Room"", ""Studio"", ""Family Room""]",15:00,12:00,Non-refundable,Pet friendly,True,True,True,True,False,False,False,False,False,+65-438-940-1143,info@grandvillajoliet.com,"[""https://example.com/images/grand_villa_joliet_1.jpg"", ""https://example.com/images/grand_villa_joliet_2.jpg"", ""https://example.com/images/grand_villa_joliet_3.jpg"", ""https://example.com/images/grand_villa_joliet_4.jpg"", ""https://example.com/images/grand_villa_joliet_5.jpg""]","Experience luxury and comfort at Grand Villa Joliet, located in the heart of Joliet.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC204346,Inn Cabin Mandurah,Cabin,"8397 Park Ave, Mandurah",Mandurah,Australia,53591,20.203631,69.781554,5,"[""Parking"", ""Tennis Court"", ""Business Center"", ""Gym"", ""24/7 Front Desk""]","[""Standard Room"", ""Presidential Suite"", ""City View Room"", ""Villa"", ""Deluxe Room"", ""Studio"", ""Cabin""]",16:00,12:00,Partial refund,Pets on request,True,False,False,False,True,False,False,False,False,+39-487-955-7392,info@inncabinmandurah.com,"[""https://example.com/images/inn_cabin_mandurah_1.jpg"", ""https://example.com/images/inn_cabin_mandurah_2.jpg"", ""https://example.com/images/inn_cabin_mandurah_3.jpg"", ""https://example.com/images/inn_cabin_mandurah_4.jpg""]",Immerse yourself in the culture of Mandurah while enjoying world-class facilities at Inn Cabin Mandurah.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC125985,Resort Hostel Saint-Étienne,Hostel,"3849 Elm St, Saint-Étienne",Saint-Étienne,France,85396,-23.788645,-173.630551,4,"[""Parking"", ""Pet Friendly"", ""Concierge"", ""Spa"", ""Tennis Court"", ""Gym"", ""WiFi"", ""Room Service"", ""Bar"", ""Fitness Center""]","[""Villa"", ""Ocean View Room"", ""Suite"", ""Garden View Room"", ""Twin Room""]",16:00,12:00,Non-refundable,Pets on request,True,True,False,False,False,True,False,False,True,+63-781-520-4238,info@resorthostelsaint-étienne.com,"[""https://example.com/images/resort_hostel_saint-\u00e9tienne_1.jpg"", ""https://example.com/images/resort_hostel_saint-\u00e9tienne_2.jpg"", ""https://example.com/images/resort_hostel_saint-\u00e9tienne_3.jpg"", ""https://example.com/images/resort_hostel_saint-\u00e9tienne_4.jpg"", ""https://example.com/images/resort_hostel_saint-\u00e9tienne_5.jpg"", ""https://example.com/images/resort_hostel_saint-\u00e9tienne_6.jpg"", ""https://example.com/images/resort_hostel_saint-\u00e9tienne_7.jpg""]","Experience luxury and comfort at Resort Hostel Saint-Étienne, located in the heart of Saint-Étienne.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC111163,Royal Bed & Breakfast Saint-Denis,Bed & Breakfast,"1070 Elm St, Saint-Denis",Saint-Denis,France,60880,31.867233,-12.419131,4,"[""Tennis Court"", ""Pool"", ""Laundry Service"", ""Beach Access"", ""Room Service"", ""WiFi"", ""Gym"", ""Dry Cleaning"", ""Elevator"", ""Concierge""]","[""Deluxe Room"", ""Presidential Suite"", ""Standard Room"", ""Penthouse"", ""Ocean View Room""]",14:00,12:00,Free cancellation,Pets on request,True,True,False,True,False,True,False,False,False,+70-878-207-1940,info@royalbed&breakfastsaint-denis.com,"[""https://example.com/images/royal_bed_&_breakfast_saint-denis_1.jpg"", ""https://example.com/images/royal_bed_&_breakfast_saint-denis_2.jpg"", ""https://example.com/images/royal_bed_&_breakfast_saint-denis_3.jpg"", ""https://example.com/images/royal_bed_&_breakfast_saint-denis_4.jpg"", ""https://example.com/images/royal_bed_&_breakfast_saint-denis_5.jpg""]",Immerse yourself in the culture of Saint-Denis while enjoying world-class facilities at Royal Bed & Breakfast Saint-Denis.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC159632,Villa Guesthouse Bendigo,Guesthouse,"9582 Elm St, Bendigo",Bendigo,Australia,38945,-53.263849,-75.814232,4,"[""24/7 Front Desk"", ""Concierge"", ""WiFi"", ""Restaurant"", ""Business Center"", ""Dry Cleaning"", ""Beach Access"", ""Golf Course"", ""Laundry Service"", ""Pool"", ""Fitness Center"", ""Spa"", ""Tennis Court"", ""Parking""]","[""Villa"", ""Penthouse"", ""Cabin"", ""Standard Room"", ""Single Room"", ""Family Room"", ""Presidential Suite""]",14:00,12:00,Free cancellation,Pets on request,False,True,False,False,True,False,False,False,False,+33-537-215-6900,info@villaguesthousebendigo.com,"[""https://example.com/images/villa_guesthouse_bendigo_1.jpg"", ""https://example.com/images/villa_guesthouse_bendigo_2.jpg"", ""https://example.com/images/villa_guesthouse_bendigo_3.jpg"", ""https://example.com/images/villa_guesthouse_bendigo_4.jpg"", ""https://example.com/images/villa_guesthouse_bendigo_5.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Villa Guesthouse Bendigo.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC364591,Palace Inn Nice,Inn,"3616 Elm St, Nice",Nice,France,55813,43.640987,7.22687,5,"[""Beach Access"", ""Airport Shuttle"", ""Golf Course"", ""Restaurant"", ""Parking"", ""Business Center"", ""24/7 Front Desk"", ""Tennis Court"", ""Pet Friendly"", ""Laundry Service"", ""WiFi"", ""Fitness Center"", ""Spa"", ""Room Service"", ""Concierge""]","[""Ocean View Room"", ""Villa"", ""Garden View Room"", ""Suite"", ""City View Room"", ""Cabin"", ""Twin Room""]",15:00,11:00,Non-refundable,Pets on request,False,True,True,False,True,True,True,False,True,+28-854-122-2748,info@palaceinnnice.com,"[""https://example.com/images/palace_inn_nice_1.jpg"", ""https://example.com/images/palace_inn_nice_2.jpg"", ""https://example.com/images/palace_inn_nice_3.jpg"", ""https://example.com/images/palace_inn_nice_4.jpg"", ""https://example.com/images/palace_inn_nice_5.jpg"", ""https://example.com/images/palace_inn_nice_6.jpg"", ""https://example.com/images/palace_inn_nice_7.jpg""]","Relax and unwind at Palace Inn Nice, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC748953,Lodge Motel Red Deer,Motel,"5266 Park Ave, Red Deer",Red Deer,Canada,16436,42.075015,39.372967,4,"[""Dry Cleaning"", ""Airport Shuttle"", ""24/7 Front Desk"", ""Pet Friendly"", ""Business Center"", ""Beach Access""]","[""City View Room"", ""Deluxe Room"", ""Single Room""]",14:00,11:00,Non-refundable,No pets allowed,True,False,True,True,True,True,False,True,False,+40-345-885-6794,info@lodgemotelreddeer.com,"[""https://example.com/images/lodge_motel_red_deer_1.jpg"", ""https://example.com/images/lodge_motel_red_deer_2.jpg"", ""https://example.com/images/lodge_motel_red_deer_3.jpg"", ""https://example.com/images/lodge_motel_red_deer_4.jpg"", ""https://example.com/images/lodge_motel_red_deer_5.jpg"", ""https://example.com/images/lodge_motel_red_deer_6.jpg"", ""https://example.com/images/lodge_motel_red_deer_7.jpg""]","Relax and unwind at Lodge Motel Red Deer, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC536605,Villa Apartment Stirling,Apartment,"2621 Park Ave, Stirling",Stirling,United Kingdom,33370,37.890864,-114.90442,4,"[""24/7 Front Desk"", ""Bar"", ""Restaurant"", ""Business Center"", ""Concierge""]","[""Penthouse"", ""Double Room"", ""City View Room""]",15:00,13:00,Partial refund,No pets allowed,True,True,True,False,True,False,False,False,True,+75-226-253-7256,info@villaapartmentstirling.com,"[""https://example.com/images/villa_apartment_stirling_1.jpg"", ""https://example.com/images/villa_apartment_stirling_2.jpg"", ""https://example.com/images/villa_apartment_stirling_3.jpg"", ""https://example.com/images/villa_apartment_stirling_4.jpg"", ""https://example.com/images/villa_apartment_stirling_5.jpg"", ""https://example.com/images/villa_apartment_stirling_6.jpg"", ""https://example.com/images/villa_apartment_stirling_7.jpg""]","Relax and unwind at Villa Apartment Stirling, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC964626,Royal Cabin Wiesbaden,Cabin,"2725 Oak St, Wiesbaden",Wiesbaden,Germany,51223,50.225559,165.964453,2,"[""Pet Friendly"", ""24/7 Front Desk"", ""Spa"", ""Tennis Court"", ""Bar"", ""Laundry Service"", ""Dry Cleaning"", ""WiFi"", ""Golf Course"", ""Parking"", ""Elevator"", ""Beach Access"", ""Restaurant"", ""Room Service""]","[""Presidential Suite"", ""Single Room"", ""Suite"", ""Studio"", ""Penthouse"", ""City View Room"", ""Deluxe Room"", ""Family Room""]",15:00,12:00,Non-refundable,No pets allowed,False,True,True,False,True,True,False,False,True,+54-477-869-2822,info@royalcabinwiesbaden.com,"[""https://example.com/images/royal_cabin_wiesbaden_1.jpg"", ""https://example.com/images/royal_cabin_wiesbaden_2.jpg"", ""https://example.com/images/royal_cabin_wiesbaden_3.jpg"", ""https://example.com/images/royal_cabin_wiesbaden_4.jpg"", ""https://example.com/images/royal_cabin_wiesbaden_5.jpg"", ""https://example.com/images/royal_cabin_wiesbaden_6.jpg"", ""https://example.com/images/royal_cabin_wiesbaden_7.jpg""]",Immerse yourself in the culture of Wiesbaden while enjoying world-class facilities at Royal Cabin Wiesbaden.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC699181,Resort Bangor Resort,Hotel,"2416 Main St, Bangor",Bangor,United Kingdom,36386,9.129587,15.36039,5,"[""Concierge"", ""Beach Access"", ""Dry Cleaning"", ""24/7 Front Desk"", ""Pet Friendly""]","[""Ocean View Room"", ""City View Room"", ""Suite"", ""Presidential Suite"", ""Studio"", ""Garden View Room"", ""Villa"", ""Family Room""]",15:00,12:00,Free cancellation,No pets allowed,False,False,False,False,True,True,True,True,False,+16-915-237-4395,info@resortbangorresort.com,"[""https://example.com/images/resort_bangor_resort_1.jpg"", ""https://example.com/images/resort_bangor_resort_2.jpg"", ""https://example.com/images/resort_bangor_resort_3.jpg""]",Immerse yourself in the culture of Bangor while enjoying world-class facilities at Resort Bangor Resort.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC261591,Plaza Hostel Valence,Hostel,"3450 Elm St, Valence",Valence,France,62942,62.3802,138.703863,4,"[""Room Service"", ""Concierge"", ""24/7 Front Desk"", ""Dry Cleaning"", ""WiFi"", ""Elevator"", ""Parking"", ""Pool"", ""Spa"", ""Beach Access"", ""Bar"", ""Fitness Center""]","[""Standard Room"", ""Cabin"", ""Villa"", ""Garden View Room"", ""Double Room"", ""Twin Room""]",15:00,12:00,Non-refundable,Pets on request,False,True,False,True,True,False,False,True,False,+8-432-524-7623,info@plazahostelvalence.com,"[""https://example.com/images/plaza_hostel_valence_1.jpg"", ""https://example.com/images/plaza_hostel_valence_2.jpg"", ""https://example.com/images/plaza_hostel_valence_3.jpg""]","Experience luxury and comfort at Plaza Hostel Valence, located in the heart of Valence.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC114224,Lodge Chalet Saadiyat Island,Chalet,"7249 Broadway, Saadiyat Island",Saadiyat Island,United Arab Emirates,79351,11.92077,176.176994,1,"[""Business Center"", ""Spa"", ""Beach Access"", ""Bar"", ""Pool""]","[""Penthouse"", ""Suite"", ""Standard Room"", ""Presidential Suite""]",14:00,11:00,Partial refund,Pets on request,False,True,False,True,True,True,False,True,True,+59-155-759-1003,info@lodgechaletsaadiyatisland.com,"[""https://example.com/images/lodge_chalet_saadiyat_island_1.jpg"", ""https://example.com/images/lodge_chalet_saadiyat_island_2.jpg"", ""https://example.com/images/lodge_chalet_saadiyat_island_3.jpg"", ""https://example.com/images/lodge_chalet_saadiyat_island_4.jpg"", ""https://example.com/images/lodge_chalet_saadiyat_island_5.jpg""]","Your gateway to Saadiyat Island, Lodge Chalet Saadiyat Island offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC914965,Villa Apartment Sapporo,Apartment,"572 First Ave, Sapporo",Sapporo,Japan,60604,42.98471,141.28826,2,"[""Concierge"", ""24/7 Front Desk"", ""Airport Shuttle"", ""Gym"", ""Tennis Court"", ""Pet Friendly"", ""Golf Course"", ""Elevator"", ""Business Center"", ""Bar"", ""Spa""]","[""Suite"", ""Penthouse"", ""Studio"", ""Double Room""]",15:00,11:00,Non-refundable,Pets on request,False,True,True,True,False,False,True,True,False,+58-611-181-5461,info@villaapartmentsapporo.com,"[""https://example.com/images/villa_apartment_sapporo_1.jpg"", ""https://example.com/images/villa_apartment_sapporo_2.jpg"", ""https://example.com/images/villa_apartment_sapporo_3.jpg"", ""https://example.com/images/villa_apartment_sapporo_4.jpg""]","Relax and unwind at Villa Apartment Sapporo, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC827111,Palace Winnipeg Lodge,Resort,"4215 First Ave, Winnipeg",Winnipeg,Canada,79996,-43.379148,132.803501,3,"[""24/7 Front Desk"", ""Pet Friendly"", ""Business Center"", ""Laundry Service"", ""Concierge"", ""Dry Cleaning"", ""Restaurant"", ""Gym"", ""Spa"", ""Beach Access"", ""Room Service"", ""Fitness Center"", ""Parking"", ""Elevator""]","[""Cabin"", ""Studio"", ""Family Room"", ""Penthouse"", ""Twin Room""]",14:00,11:00,Non-refundable,No pets allowed,False,False,True,True,False,True,True,True,True,+91-585-685-3179,info@palacewinnipeglodge.com,"[""https://example.com/images/palace_winnipeg_lodge_1.jpg"", ""https://example.com/images/palace_winnipeg_lodge_2.jpg"", ""https://example.com/images/palace_winnipeg_lodge_3.jpg"", ""https://example.com/images/palace_winnipeg_lodge_4.jpg"", ""https://example.com/images/palace_winnipeg_lodge_5.jpg""]","Relax and unwind at Palace Winnipeg Lodge, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC717209,Grand Gold Coast Palace,Hotel,"2462 First Ave, Gold Coast",Gold Coast,Australia,83359,-14.559682,-118.105916,5,"[""Parking"", ""Beach Access"", ""Laundry Service"", ""Fitness Center"", ""Concierge"", ""Bar"", ""24/7 Front Desk"", ""Tennis Court"", ""Pet Friendly"", ""Golf Course"", ""Spa"", ""Elevator"", ""Gym"", ""Restaurant"", ""Dry Cleaning""]","[""City View Room"", ""Suite"", ""Garden View Room"", ""Ocean View Room"", ""Double Room""]",15:00,11:00,Non-refundable,Pet friendly,False,False,False,True,True,False,True,True,False,+25-151-687-8907,info@grandgoldcoastpalace.com,"[""https://example.com/images/grand_gold_coast_palace_1.jpg"", ""https://example.com/images/grand_gold_coast_palace_2.jpg"", ""https://example.com/images/grand_gold_coast_palace_3.jpg"", ""https://example.com/images/grand_gold_coast_palace_4.jpg"", ""https://example.com/images/grand_gold_coast_palace_5.jpg"", ""https://example.com/images/grand_gold_coast_palace_6.jpg"", ""https://example.com/images/grand_gold_coast_palace_7.jpg""]","Experience luxury and comfort at Grand Gold Coast Palace, located in the heart of Gold Coast.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC821316,Inn Lodge Ajman City,Lodge,"2087 Park Ave, Ajman City",Ajman City,United Arab Emirates,83653,-48.036949,140.176707,1,"[""Room Service"", ""Business Center"", ""Gym"", ""Pool"", ""Laundry Service""]","[""Suite"", ""Ocean View Room"", ""Pool View Room"", ""Cabin""]",15:00,12:00,Non-refundable,No pets allowed,True,True,True,False,True,False,False,True,True,+1-975-627-7385,info@innlodgeajmancity.com,"[""https://example.com/images/inn_lodge_ajman_city_1.jpg"", ""https://example.com/images/inn_lodge_ajman_city_2.jpg"", ""https://example.com/images/inn_lodge_ajman_city_3.jpg""]","Experience luxury and comfort at Inn Lodge Ajman City, located in the heart of Ajman City.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC781355,Resort Inn Obihiro,Inn,"885 Elm St, Obihiro",Obihiro,Japan,54235,-40.689326,103.443759,4,"[""Airport Shuttle"", ""Business Center"", ""24/7 Front Desk"", ""Parking"", ""Beach Access"", ""Laundry Service"", ""Restaurant"", ""Room Service"", ""Tennis Court"", ""Bar"", ""Concierge"", ""WiFi""]","[""Pool View Room"", ""Family Room"", ""Studio"", ""Presidential Suite"", ""Twin Room""]",15:00,11:00,Partial refund,Pets on request,False,False,True,False,False,False,True,True,True,+37-290-614-3924,info@resortinnobihiro.com,"[""https://example.com/images/resort_inn_obihiro_1.jpg"", ""https://example.com/images/resort_inn_obihiro_2.jpg"", ""https://example.com/images/resort_inn_obihiro_3.jpg"", ""https://example.com/images/resort_inn_obihiro_4.jpg""]","Your gateway to Obihiro, Resort Inn Obihiro offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC835692,Palace Chalet Nice,Chalet,"8565 Oak St, Nice",Nice,France,71882,43.729267,7.331224,4,"[""WiFi"", ""24/7 Front Desk"", ""Fitness Center"", ""Pool"", ""Airport Shuttle"", ""Business Center"", ""Dry Cleaning"", ""Beach Access"", ""Golf Course"", ""Spa"", ""Restaurant"", ""Tennis Court""]","[""Twin Room"", ""Villa"", ""Presidential Suite"", ""Pool View Room"", ""Family Room"", ""Suite""]",16:00,11:00,Partial refund,No pets allowed,True,True,False,False,True,True,True,False,False,+33-645-273-7577,info@palacechaletnice.com,"[""https://example.com/images/palace_chalet_nice_1.jpg"", ""https://example.com/images/palace_chalet_nice_2.jpg""]",Immerse yourself in the culture of Nice while enjoying world-class facilities at Palace Chalet Nice.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC350335,Lodge Motel Lethbridge,Motel,"4206 First Ave, Lethbridge",Lethbridge,Canada,32700,27.167818,-68.964384,1,"[""Bar"", ""Restaurant"", ""24/7 Front Desk"", ""WiFi"", ""Fitness Center"", ""Spa"", ""Dry Cleaning""]","[""Double Room"", ""Cabin"", ""Penthouse"", ""Single Room"", ""Garden View Room""]",14:00,11:00,Non-refundable,Pets on request,True,True,True,False,True,False,False,False,False,+74-475-570-2561,info@lodgemotellethbridge.com,"[""https://example.com/images/lodge_motel_lethbridge_1.jpg"", ""https://example.com/images/lodge_motel_lethbridge_2.jpg"", ""https://example.com/images/lodge_motel_lethbridge_3.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Lodge Motel Lethbridge.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC945849,Royal Bed & Breakfast Namba,Bed & Breakfast,"9722 Broadway, Namba",Namba,Japan,96021,12.975915,76.549269,2,"[""Parking"", ""Room Service"", ""Pet Friendly"", ""Tennis Court"", ""Restaurant"", ""Spa""]","[""Single Room"", ""Cabin"", ""Studio""]",16:00,11:00,Free cancellation,Pets on request,True,False,False,True,False,True,False,False,True,+5-290-769-5036,info@royalbed&breakfastnamba.com,"[""https://example.com/images/royal_bed_&_breakfast_namba_1.jpg"", ""https://example.com/images/royal_bed_&_breakfast_namba_2.jpg"", ""https://example.com/images/royal_bed_&_breakfast_namba_3.jpg"", ""https://example.com/images/royal_bed_&_breakfast_namba_4.jpg"", ""https://example.com/images/royal_bed_&_breakfast_namba_5.jpg"", ""https://example.com/images/royal_bed_&_breakfast_namba_6.jpg"", ""https://example.com/images/royal_bed_&_breakfast_namba_7.jpg""]",Immerse yourself in the culture of Namba while enjoying world-class facilities at Royal Bed & Breakfast Namba.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC363224,Royal Lodge Naperville,Lodge,"3885 First Ave, Naperville",Naperville,United States,18734,-1.705204,20.313798,1,"[""Bar"", ""Golf Course"", ""Dry Cleaning"", ""Parking"", ""Room Service"", ""Tennis Court"", ""Restaurant"", ""WiFi""]","[""Twin Room"", ""Ocean View Room"", ""Single Room"", ""Cabin"", ""City View Room"", ""Garden View Room"", ""Family Room"", ""Villa""]",16:00,11:00,Partial refund,Pet friendly,False,True,True,False,False,False,True,True,True,+17-523-439-7489,info@royallodgenaperville.com,"[""https://example.com/images/royal_lodge_naperville_1.jpg"", ""https://example.com/images/royal_lodge_naperville_2.jpg"", ""https://example.com/images/royal_lodge_naperville_3.jpg"", ""https://example.com/images/royal_lodge_naperville_4.jpg"", ""https://example.com/images/royal_lodge_naperville_5.jpg"", ""https://example.com/images/royal_lodge_naperville_6.jpg"", ""https://example.com/images/royal_lodge_naperville_7.jpg""]","Relax and unwind at Royal Lodge Naperville, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC257116,Inn Chalet Namba,Chalet,"6563 Main St, Namba",Namba,Japan,63761,26.875434,-96.671767,1,"[""Fitness Center"", ""Bar"", ""Pool"", ""Parking"", ""Concierge"", ""Laundry Service"", ""Business Center"", ""Restaurant"", ""Room Service"", ""Golf Course"", ""Tennis Court"", ""WiFi"", ""Spa""]","[""Double Room"", ""Family Room"", ""City View Room""]",14:00,11:00,Free cancellation,Pet friendly,False,False,False,False,True,True,False,False,True,+19-147-689-3010,info@innchaletnamba.com,"[""https://example.com/images/inn_chalet_namba_1.jpg"", ""https://example.com/images/inn_chalet_namba_2.jpg"", ""https://example.com/images/inn_chalet_namba_3.jpg"", ""https://example.com/images/inn_chalet_namba_4.jpg""]","Relax and unwind at Inn Chalet Namba, where every detail is designed for your comfort.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC268452,Grand Cabin Nîmes,Cabin,"8400 Oak St, Nîmes",Nîmes,France,33223,57.564406,59.051186,2,"[""Room Service"", ""24/7 Front Desk"", ""Concierge"", ""Business Center"", ""Restaurant"", ""Fitness Center"", ""Tennis Court"", ""Elevator"", ""Parking"", ""Beach Access"", ""Pool"", ""Spa""]","[""Studio"", ""Pool View Room"", ""Cabin"", ""Presidential Suite"", ""Double Room""]",15:00,13:00,Free cancellation,No pets allowed,True,False,True,True,False,True,True,True,False,+55-168-468-3674,info@grandcabinnîmes.com,"[""https://example.com/images/grand_cabin_n\u00eemes_1.jpg"", ""https://example.com/images/grand_cabin_n\u00eemes_2.jpg"", ""https://example.com/images/grand_cabin_n\u00eemes_3.jpg"", ""https://example.com/images/grand_cabin_n\u00eemes_4.jpg""]","Your gateway to Nîmes, Grand Cabin Nîmes offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC102468,Inn Motel Darmstadt,Motel,"2801 Pine St, Darmstadt",Darmstadt,Germany,70037,-44.450268,-57.970436,4,"[""Parking"", ""Bar"", ""Pet Friendly"", ""Airport Shuttle"", ""WiFi"", ""Elevator""]","[""Ocean View Room"", ""Family Room"", ""Penthouse"", ""Presidential Suite"", ""Twin Room"", ""Pool View Room"", ""Deluxe Room""]",16:00,13:00,Partial refund,No pets allowed,True,True,False,False,True,True,False,True,True,+73-292-352-7012,info@innmoteldarmstadt.com,"[""https://example.com/images/inn_motel_darmstadt_1.jpg"", ""https://example.com/images/inn_motel_darmstadt_2.jpg"", ""https://example.com/images/inn_motel_darmstadt_3.jpg"", ""https://example.com/images/inn_motel_darmstadt_4.jpg""]",Discover the perfect blend of modern amenities and traditional hospitality at Inn Motel Darmstadt.,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC136659,Grand Inn Gion,Inn,"4024 Broadway, Gion",Gion,Japan,28901,11.823815,26.306491,5,"[""Spa"", ""Room Service"", ""Laundry Service"", ""Airport Shuttle"", ""Pet Friendly"", ""Beach Access"", ""Concierge"", ""Business Center"", ""Elevator"", ""Dry Cleaning"", ""Golf Course"", ""Gym"", ""Bar"", ""Restaurant""]","[""Studio"", ""Single Room"", ""Ocean View Room"", ""Family Room""]",16:00,11:00,Partial refund,Pet friendly,True,True,False,True,True,False,False,False,True,+8-440-486-8229,info@grandinngion.com,"[""https://example.com/images/grand_inn_gion_1.jpg"", ""https://example.com/images/grand_inn_gion_2.jpg"", ""https://example.com/images/grand_inn_gion_3.jpg"", ""https://example.com/images/grand_inn_gion_4.jpg"", ""https://example.com/images/grand_inn_gion_5.jpg""]","Your gateway to Gion, Grand Inn Gion offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC915816,Palace Chalet Mannheim,Chalet,"2544 Oak St, Mannheim",Mannheim,Germany,40225,-50.618929,67.301411,4,"[""Restaurant"", ""Elevator"", ""Parking"", ""Beach Access"", ""Pet Friendly"", ""Tennis Court"", ""Laundry Service"", ""24/7 Front Desk"", ""Golf Course"", ""Airport Shuttle"", ""Dry Cleaning""]","[""Standard Room"", ""Suite"", ""Studio"", ""Single Room"", ""Deluxe Room""]",16:00,12:00,Partial refund,Pets on request,True,True,False,False,True,True,False,True,True,+63-254-955-7062,info@palacechaletmannheim.com,"[""https://example.com/images/palace_chalet_mannheim_1.jpg"", ""https://example.com/images/palace_chalet_mannheim_2.jpg""]","Your gateway to Mannheim, Palace Chalet Mannheim offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC794358,Inn Chalet Daimyo,Chalet,"7953 Park Ave, Daimyo",Daimyo,Japan,23781,40.134536,143.317402,5,"[""Elevator"", ""WiFi"", ""Spa"", ""Beach Access"", ""Gym"", ""Restaurant"", ""Room Service"", ""Parking"", ""Airport Shuttle"", ""Pet Friendly""]","[""Twin Room"", ""Villa"", ""Family Room"", ""Suite"", ""Garden View Room""]",14:00,11:00,Free cancellation,Pet friendly,False,True,False,True,True,False,True,True,True,+14-139-814-1899,info@innchaletdaimyo.com,"[""https://example.com/images/inn_chalet_daimyo_1.jpg"", ""https://example.com/images/inn_chalet_daimyo_2.jpg"", ""https://example.com/images/inn_chalet_daimyo_3.jpg"", ""https://example.com/images/inn_chalet_daimyo_4.jpg"", ""https://example.com/images/inn_chalet_daimyo_5.jpg""]","Experience luxury and comfort at Inn Chalet Daimyo, located in the heart of Daimyo.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
ACC207870,Royal Capsule Hotel Barry,Capsule Hotel,"3860 Park Ave, Barry",Barry,United Kingdom,11721,-25.169808,-53.39376,1,"[""Pet Friendly"", ""Parking"", ""WiFi"", ""Business Center"", ""Restaurant""]","[""Garden View Room"", ""Pool View Room"", ""Deluxe Room"", ""Standard Room"", ""Ocean View Room""]",16:00,11:00,Non-refundable,Pet friendly,True,False,False,True,False,True,False,False,False,+60-700-509-5072,info@royalcapsulehotelbarry.com,"[""https://example.com/images/royal_capsule_hotel_barry_1.jpg"", ""https://example.com/images/royal_capsule_hotel_barry_2.jpg""]","Your gateway to Barry, Royal Capsule Hotel Barry offers exceptional service and stunning views.",2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
