flight_id,flight_number,airline,aircraft_type,departure_airport,arrival_airport,departure_time,arrival_time,duration_minutes,available_seats,seat_configuration,price_economy,price_business,price_first,meal_service,baggage_allowance,layovers,status,created_at,updated_at
FL651366,CX2376,Cathay Pacific,ATR 72,YUL,AIX,2026-06-15T08:08:57Z,2026-06-15T12:00:57Z,232,343,2-2-2,1320,5278,7902,Full Meal,32kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL940396,UA5162,United Airlines,Embraer E-Jet,TOW,FOR,2026-06-26T21:53:57Z,2026-06-27T16:02:57Z,1089,320,2-4-2,693,2420,4114,Snack,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL298888,XX9365,Etihad Airways,Boeing 777,AVI,AL ,2025-11-16T04:53:57Z,2025-11-16T14:41:57Z,588,309,2-4-2,327,1230,2513,Special Diet,No Baggage,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL676739,XX2914,Turkish Airlines,Boeing 737,VAL,REG,2026-06-23T19:08:57Z,2026-06-24T19:04:57Z,1436,388,2-4-2,1568,5446,9323,No Meal,32kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL855073,BA1670,British Airways,Airbus A330,JAC,ZWI,2026-06-07T01:38:57Z,2026-06-07T22:11:57Z,1233,109,3-4-3,1386,4934,9088,Full Meal,Extra Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL543289,XX9102,Turkish Airlines,Boeing 747,WRE,AL ,2025-10-03T23:08:57Z,2025-10-04T06:53:57Z,465,109,3-4-3,1484,4783,7902,Full Meal,Extra Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL947434,KL5948,KLM Royal Dutch Airlines,Airbus A380,WRE,TOO,2026-08-09T02:53:57Z,2026-08-09T12:34:57Z,581,278,3-3-3,987,3587,7143,Special Diet,23kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL725884,XX4865,Thai Airways,Boeing 777,ANG,WOL,2025-11-22T22:53:57Z,2025-11-23T03:13:57Z,260,380,2-4-2,889,3229,6723,No Meal,23kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL743277,CX5882,Cathay Pacific,Embraer E-Jet,ARG,AL ,2025-12-25T00:38:57Z,2025-12-25T08:58:57Z,500,112,2-2-2,319,1160,2229,Full Meal,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL297288,XX7767,WestJet,Boeing 777,AL ,WIE,2025-12-28T21:23:57Z,2025-12-29T06:27:57Z,544,342,2-4-2,1452,4125,10093,Snack,32kg,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL107565,EK4505,Emirates,Embraer E-Jet,MON,DUN,2025-10-10T03:08:57Z,2025-10-10T18:50:57Z,942,219,1-2-1,689,2573,5274,Snack,23kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL408455,XX1164,Iberia,Boeing 757,BRA,CNS,2026-02-09T05:38:57Z,2026-02-09T21:30:57Z,952,79,3-4-3,1732,4763,12732,No Meal,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL813665,AA3497,American Airlines,Airbus A380,NIS,VER,2025-11-20T09:08:57Z,2025-11-21T00:30:57Z,922,90,2-2,904,2498,6054,No Meal,Extra Baggage,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL455533,AA8577,American Airlines,Airbus A330,MEL,YYZ,2026-07-09T12:38:57Z,2026-07-10T01:13:57Z,755,81,2-3-2,1277,3796,8521,No Meal,No Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL930672,BA3721,British Airways,ATR 72,GIN,ORD,2026-02-10T09:08:57Z,2026-02-11T05:36:57Z,1228,380,3-3,1694,6260,10023,Special Diet,32kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL346415,CX1212,Cathay Pacific,Airbus A330,GAT,LIW,2026-05-28T21:23:57Z,2026-05-29T05:39:57Z,496,93,3-3,1928,5642,13127,No Meal,Extra Baggage,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL241296,XX3406,All Nippon Airways,Boeing 737,HAK,MON,2026-06-03T16:08:57Z,2026-06-04T08:58:57Z,1010,258,2-4-2,1634,5741,12230,Snack,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL607507,DL1359,Delta Air Lines,Boeing 777,ABE,LAX,2025-09-27T14:38:57Z,2025-09-28T10:24:57Z,1186,138,2-3-2,616,1822,3287,Special Diet,Extra Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL767742,SQ2918,Singapore Airlines,Boeing 757,NUR,TOW,2026-04-16T09:23:57Z,2026-04-16T17:50:57Z,507,175,3-4-3,1684,5768,13228,No Meal,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL163275,XX1711,Qantas,Airbus A330,AJM,MAN,2026-04-29T02:53:57Z,2026-04-29T11:34:57Z,521,226,3-3-3,1400,5462,11021,Special Diet,23kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL583497,XX5206,WestJet,Boeing 737,BRA,DUN,2026-07-27T14:23:57Z,2026-07-28T13:37:57Z,1394,367,2-2,871,2825,5141,Special Diet,32kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL258413,AF3780,Air France,Airbus A320,YAS,CNS,2026-02-14T18:23:57Z,2026-02-15T02:54:57Z,511,286,2-2,567,1932,4104,Special Diet,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL103343,XX4988,WestJet,Airbus A380,ESS,AKR,2026-01-29T12:53:57Z,2026-01-29T20:04:57Z,431,133,3-3-3,964,3013,5078,Snack,32kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL703876,XX2039,Japan Airlines,ATR 72,LHR,AL ,2026-07-27T03:08:57Z,2026-07-27T11:59:57Z,531,108,1-2-1,1820,5257,13533,Full Meal,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL116661,XX7288,Alitalia,ATR 72,FRE,FRA,2026-06-26T15:08:57Z,2026-06-26T22:38:57Z,450,80,3-3-3,1712,5652,12392,Full Meal,23kg,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL539562,UA6253,United Airlines,Airbus A380,SYR,POR,2026-08-12T13:53:57Z,2026-08-13T05:24:57Z,931,88,3-3-3,202,781,1428,Snack,23kg,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL981831,XX8057,Etihad Airways,Boeing 777,PER,AL ,2026-07-30T13:38:57Z,2026-07-31T03:53:57Z,855,200,2-4-2,520,1962,3275,No Meal,23kg,Direct,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL127595,XX3547,Virgin Atlantic,Airbus A330,YYC,LEE,2026-07-19T16:23:57Z,2026-07-20T06:25:57Z,842,396,2-2,615,2282,4046,Special Diet,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL237373,XX4634,Thai Airways,Boeing 787,LET,MAR,2026-02-15T14:53:57Z,2026-02-15T17:20:57Z,147,119,3-3,1154,4141,7748,Special Diet,32kg,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL821860,XX8184,Japan Airlines,Airbus A350,VAL,BFS,2026-07-02T16:23:57Z,2026-07-03T13:22:57Z,1259,394,2-2-2,1231,3749,6950,No Meal,No Baggage,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL943688,XX7975,Air Canada,Airbus A380,MAN,DOT,2026-06-07T03:23:57Z,2026-06-08T00:46:57Z,1283,79,2-2,443,1192,2326,Special Diet,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL127980,XX3182,LATAM Airlines,ATR 72,BOU,JEB,2026-07-25T17:38:57Z,2026-07-26T16:19:57Z,1361,279,1-2-1,1102,3471,8217,Full Meal,Extra Baggage,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL827181,XX6196,Saudia,ATR 72,WIE,DUN,2026-01-11T06:53:57Z,2026-01-11T15:36:57Z,523,306,3-3-3,1696,6256,10899,Special Diet,32kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL778950,SQ2920,Singapore Airlines,Embraer E-Jet,NCE,MEL,2026-08-27T18:53:57Z,2026-08-28T06:31:57Z,698,229,3-3,1682,5067,12740,Snack,32kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL751535,XX6021,Etihad Airways,ATR 72,RED,BUF,2025-12-15T21:08:57Z,2025-12-16T07:53:57Z,645,296,2-2-2,880,3189,6529,No Meal,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL951216,XX3640,Scandinavian Airlines,Airbus A380,WOL,LET,2025-10-26T11:53:57Z,2025-10-26T23:14:57Z,681,92,2-2-2,1624,5130,10886,Snack,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL868629,KL6242,KLM Royal Dutch Airlines,Airbus A350,DOT,SYR,2026-05-11T01:08:57Z,2026-05-11T22:05:57Z,1257,62,2-3-2,1329,3441,8552,No Meal,32kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL969141,XX7029,Aeromexico,Boeing 787,SAI,CAR,2025-12-11T09:08:57Z,2025-12-11T13:33:57Z,265,285,1-2-1,712,2821,4705,No Meal,23kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL888689,XX3942,Virgin Atlantic,Boeing 777,OFF,ALL,2026-09-18T16:53:57Z,2026-09-19T15:37:57Z,1364,248,2-4-2,1945,6324,10547,No Meal,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL365279,XX2782,Thai Airways,Airbus A380,PER,FRE,2026-08-29T01:08:57Z,2026-08-30T00:26:57Z,1398,223,2-3-2,682,1712,4072,Special Diet,23kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL542426,KL5402,KLM Royal Dutch Airlines,Boeing 737,YWG,TOU,2026-01-19T08:38:57Z,2026-01-19T21:55:57Z,797,101,2-2,1746,6363,9790,Snack,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL227221,XX5929,All Nippon Airways,Airbus A350,WOL,LIM,2026-06-28T17:08:57Z,2026-06-29T04:34:57Z,686,343,3-4-3,580,2313,3916,Full Meal,No Baggage,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL594338,XX3458,Alitalia,Boeing 777,YVR,OFF,2026-02-04T14:08:57Z,2026-02-04T15:25:57Z,77,155,2-2-2,608,2160,4289,Special Diet,No Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL155221,XX6367,Air Canada,Bombardier CRJ,ERI,AL ,2026-04-14T23:08:57Z,2026-04-15T12:14:57Z,786,221,3-4-3,1623,5095,12302,Snack,No Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL817683,AF2214,Air France,Bombardier CRJ,STR,WHY,2026-05-22T22:53:57Z,2026-05-23T16:58:57Z,1085,130,2-4-2,950,3620,6790,Snack,23kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL365674,AF8742,Air France,Boeing 737,NAM,SAI,2026-01-04T05:23:57Z,2026-01-04T09:26:57Z,243,200,2-2,1567,5300,10286,Snack,32kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL683701,AF7123,Air France,Boeing 737,AL ,YVR,2026-09-05T20:08:57Z,2026-09-06T05:13:57Z,545,102,2-4-2,327,1106,1703,Special Diet,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL273923,LH7921,Lufthansa,Boeing 737,GIO,ROC,2026-01-19T22:08:57Z,2026-01-20T20:59:57Z,1371,310,2-3-2,744,2013,5821,Full Meal,Extra Baggage,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL317342,XX3816,Thai Airways,ATR 72,AUS,ADL,2026-08-20T12:08:57Z,2026-08-20T17:10:57Z,302,104,2-2,1641,6433,9823,Snack,32kg,2 Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL934726,CX5446,Cathay Pacific,Airbus A350,EDI,AL ,2026-07-22T10:23:57Z,2026-07-23T00:50:57Z,867,51,2-2-2,868,2869,4959,Full Meal,No Baggage,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL359256,XX1913,Virgin Atlantic,Airbus A380,CAR,ORD,2025-11-17T21:23:57Z,2025-11-17T23:28:57Z,125,138,3-3-3,825,2800,6340,Full Meal,No Baggage,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL509119,EK4002,Emirates,Boeing 757,BRA,CDG,2026-09-10T17:38:57Z,2026-09-10T21:31:57Z,233,262,2-3-2,1423,4110,8878,Snack,No Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL413705,XX4120,WestJet,Boeing 757,AL ,PIT,2025-12-02T20:08:57Z,2025-12-03T11:00:57Z,892,206,3-3,1045,3457,7866,Special Diet,23kg,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL140556,XX1358,Turkish Airlines,Airbus A350,WRE,VAL,2026-01-31T19:53:57Z,2026-01-31T22:51:57Z,178,270,2-4-2,1028,2659,7777,Full Meal,23kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL121077,XX6473,Saudia,Boeing 777,SHI,RED,2025-10-10T17:23:57Z,2025-10-11T11:31:57Z,1088,112,3-3-3,1358,4042,9796,Snack,Extra Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL640228,XX2800,Air Canada,Airbus A350,WAG,CTS,2025-11-24T06:53:57Z,2025-11-24T11:03:57Z,250,82,1-2-1,1307,5223,8814,Special Diet,No Baggage,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL684684,XX8096,WestJet,Airbus A350,MEL,NEW,2025-09-29T19:23:57Z,2025-09-30T00:45:57Z,322,156,2-2-2,1501,4374,9633,Full Meal,23kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL355079,XX8543,Virgin Atlantic,Airbus A350,ROC,SHI,2025-10-29T20:08:57Z,2025-10-30T00:03:57Z,235,110,2-2-2,486,1315,2483,No Meal,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL451173,XX1480,LATAM Airlines,Airbus A380,YWG,SHI,2026-05-11T02:53:57Z,2026-05-11T21:46:57Z,1133,377,3-4-3,1247,3794,9826,No Meal,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL295698,KL4077,KLM Royal Dutch Airlines,Airbus A380,LHR,NAP,2026-01-11T14:08:57Z,2026-01-11T17:12:57Z,184,222,3-4-3,1323,3631,6848,Snack,Extra Baggage,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL684173,LH5920,Lufthansa,Airbus A320,YOW,AUG,2026-02-08T05:23:57Z,2026-02-08T07:49:57Z,146,172,3-4-3,1031,2638,5825,Full Meal,23kg,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL967055,UA7657,United Airlines,Airbus A350,SHI,LHR,2025-10-05T16:08:57Z,2025-10-06T09:14:57Z,1026,286,1-2-1,1500,5391,11537,Special Diet,23kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL534105,XX7695,Korean Air,ATR 72,POR,ROC,2026-09-12T04:23:57Z,2026-09-12T23:51:57Z,1168,273,1-2-1,1395,4471,8699,Special Diet,32kg,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL855792,XX5882,Air Canada,Boeing 747,ORL,OBI,2026-01-04T02:23:57Z,2026-01-04T10:06:57Z,463,366,3-3,1378,4198,9775,Snack,No Baggage,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL306323,UA1111,United Airlines,Airbus A350,YUL,BFS,2026-05-06T10:53:57Z,2026-05-06T12:03:57Z,70,175,1-2-1,1362,3629,9339,Full Meal,Extra Baggage,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL407174,XX4051,Saudia,ATR 72,HAK,SYD,2025-12-25T19:23:57Z,2025-12-26T00:16:57Z,293,310,1-2-1,1835,6236,12784,No Meal,32kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL338638,XX1141,Korean Air,Boeing 777,AUG,YOW,2026-01-25T08:23:57Z,2026-01-25T13:15:57Z,292,319,1-2-1,1573,3947,10838,Snack,Extra Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL693203,AA2583,American Airlines,Boeing 747,LEE,YYZ,2025-12-13T08:23:57Z,2025-12-13T22:41:57Z,858,205,2-4-2,1429,5604,11409,Full Meal,23kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL268025,XX4143,Qantas,Boeing 757,LAV,ORD,2026-04-16T05:08:57Z,2026-04-16T16:53:57Z,705,162,2-2-2,379,1224,2644,Full Meal,23kg,Direct,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL157805,WN9767,Southwest Airlines,Bombardier CRJ,NCE,CNS,2026-01-04T04:23:57Z,2026-01-04T16:56:57Z,753,247,2-2,1858,5282,11247,Snack,No Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL339974,LH8123,Lufthansa,Embraer E-Jet,STE,SHI,2025-11-19T03:38:57Z,2025-11-19T19:00:57Z,922,100,1-2-1,1968,6335,9871,No Meal,No Baggage,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL654357,XX3531,LATAM Airlines,ATR 72,SYR,HAK,2026-07-17T11:23:57Z,2026-07-18T08:29:57Z,1266,296,2-4-2,303,1096,1970,Special Diet,No Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL368117,BA5665,British Airways,Boeing 747,ROC,HAM,2026-05-06T04:38:57Z,2026-05-07T04:10:57Z,1412,137,2-2,905,3347,6248,Full Meal,23kg,3+ Stops,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL559318,XX2245,Etihad Airways,Airbus A350,YVR,DAI,2026-04-01T13:08:57Z,2026-04-02T09:19:57Z,1211,97,2-2,1200,4048,8527,Snack,No Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL513348,XX3691,Etihad Airways,Boeing 757,TAL,EDI,2026-05-07T12:08:57Z,2026-05-07T22:44:57Z,636,111,2-2,1458,4757,7932,Full Meal,Extra Baggage,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL822602,UA6687,United Airlines,Boeing 757,KAS,EDI,2025-12-08T13:53:57Z,2025-12-08T20:53:57Z,420,164,2-2,947,2988,6376,Special Diet,32kg,Direct,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL666762,WN7698,Southwest Airlines,Airbus A380,LON,AL ,2026-06-23T18:23:57Z,2026-06-24T14:00:57Z,1177,316,3-3-3,1209,3893,9298,No Meal,No Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL722108,XX8642,Qantas,Airbus A320,WIE,POR,2025-11-28T17:38:57Z,2025-11-29T12:32:57Z,1134,307,3-3,1314,5251,10368,Snack,Extra Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL278372,XX2872,Scandinavian Airlines,Airbus A350,JEB,LON,2026-06-13T00:23:57Z,2026-06-13T05:07:57Z,284,344,2-3-2,769,2738,4699,No Meal,32kg,1 Stop,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL288620,XX2636,Korean Air,Bombardier CRJ,KIT,NCE,2025-10-28T12:53:57Z,2025-10-29T09:50:57Z,1257,327,2-3-2,1595,5079,10960,Special Diet,23kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL989242,KL1534,KLM Royal Dutch Airlines,Airbus A330,ST.,NEW,2026-07-10T01:08:57Z,2026-07-10T23:58:57Z,1370,58,3-3,1681,4917,10611,Full Meal,23kg,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL210241,XX4651,WestJet,Airbus A380,HAM,HAK,2025-10-26T05:38:57Z,2025-10-26T19:18:57Z,820,165,3-3-3,445,1704,2663,Full Meal,23kg,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL894313,XX7494,All Nippon Airways,Airbus A330,NAK,LEI,2026-04-14T05:38:57Z,2026-04-14T22:44:57Z,1026,102,2-3-2,557,1951,3149,Full Meal,23kg,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL982045,XX9058,Etihad Airways,Airbus A380,AL ,POR,2026-05-08T01:38:57Z,2026-05-08T06:48:57Z,310,386,3-3,880,3380,5327,Full Meal,23kg,3+ Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL220365,XX5079,Saudia,Airbus A330,WOL,DFW,2026-08-24T12:53:57Z,2026-08-24T22:15:57Z,562,257,1-2-1,1532,4051,7975,Special Diet,Extra Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL547185,CX2553,Cathay Pacific,Boeing 777,POI,BAL,2025-12-03T10:53:57Z,2025-12-03T14:58:57Z,245,340,1-2-1,1802,6495,10009,Special Diet,No Baggage,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL132364,XX2051,All Nippon Airways,Airbus A380,BÉZ,AL ,2025-09-24T04:08:57Z,2025-09-24T08:41:57Z,273,198,3-3,317,1062,2231,Special Diet,23kg,3+ Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL469353,XX1942,Japan Airlines,Embraer E-Jet,HAM,AUG,2026-06-28T17:53:57Z,2026-06-29T14:53:57Z,1260,346,1-2-1,1520,5307,10581,No Meal,32kg,1 Stop,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL902869,WN9222,Southwest Airlines,Airbus A330,PLA,LEE,2026-06-12T20:38:57Z,2026-06-13T15:55:57Z,1157,143,3-4-3,228,877,1799,Special Diet,No Baggage,2 Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL254599,XX4737,Iberia,Boeing 777,KAR,GEE,2025-12-17T22:53:57Z,2025-12-18T17:23:57Z,1110,197,2-2-2,379,1482,2454,Snack,Extra Baggage,Direct,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL534893,WN7092,Southwest Airlines,Boeing 757,ESS,ROC,2026-01-29T21:23:57Z,2026-01-30T10:19:57Z,776,93,2-2,988,3118,7203,Snack,Extra Baggage,1 Stop,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL415539,KL3105,KLM Royal Dutch Airlines,Embraer E-Jet,BNE,ASA,2025-11-25T02:53:57Z,2025-11-25T08:46:57Z,353,287,2-3-2,528,1939,4071,No Meal,23kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL955222,BA8773,British Airways,Embraer E-Jet,ANG,BUF,2025-10-27T23:38:57Z,2025-10-28T20:44:57Z,1266,281,1-2-1,1510,3967,9637,Special Diet,32kg,Direct,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL530150,XX4367,LATAM Airlines,Boeing 777,ARA,OOL,2025-10-08T22:53:57Z,2025-10-09T09:51:57Z,658,271,1-2-1,1600,4656,11043,No Meal,Extra Baggage,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL639130,QR8667,Qatar Airways,Boeing 777,DOT,AL ,2025-09-21T17:38:57Z,2025-09-21T20:51:57Z,193,384,2-3-2,420,1207,2743,Special Diet,32kg,1 Stop,Scheduled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL754320,XX3300,Qantas,Airbus A320,DAI,MUC,2026-05-18T20:08:57Z,2026-05-19T11:06:57Z,898,137,3-4-3,649,2315,3938,No Meal,23kg,2 Stops,Delayed,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL134342,XX7438,Saudia,Boeing 757,SHI,EDI,2026-07-24T01:53:57Z,2026-07-24T09:18:57Z,445,348,2-2-2,1333,4069,8843,Full Meal,Extra Baggage,3+ Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL944785,XX6180,Saudia,Airbus A380,WIE,AL ,2025-11-08T12:08:57Z,2025-11-08T19:51:57Z,463,390,2-3-2,1087,3016,5817,No Meal,Extra Baggage,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL837975,XX4398,LATAM Airlines,Boeing 737,ROP,OOL,2026-08-29T15:53:57Z,2026-08-30T06:56:57Z,903,150,2-4-2,1799,6637,13353,No Meal,23kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL849214,XX7527,Etihad Airways,ATR 72,WIE,MAN,2026-06-04T21:08:57Z,2026-06-05T02:43:57Z,335,118,3-3,1490,4669,7797,Full Meal,No Baggage,1 Stop,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL454654,XX9671,Turkish Airlines,Boeing 737,TOU,FRE,2025-12-31T07:23:57Z,2025-12-31T14:15:57Z,412,272,1-2-1,1608,5578,12746,No Meal,Extra Baggage,2 Stops,Boarding,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL867319,XX6795,Qantas,Boeing 737,LIS,AL ,2026-06-23T06:38:57Z,2026-06-24T01:43:57Z,1145,137,2-2,960,3497,6178,Snack,23kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL992068,XX8735,Air Canada,Airbus A350,POR,LON,2025-11-10T00:53:57Z,2025-11-10T11:53:57Z,660,107,2-2,1740,5489,12757,Full Meal,32kg,2 Stops,On Time,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
FL388717,XX2159,Alitalia,Airbus A380,COL,AL ,2026-04-25T18:08:57Z,2026-04-25T20:34:57Z,146,391,2-3-2,1037,3465,7077,Snack,32kg,3+ Stops,Cancelled,2025-09-21T08:53:57Z,2025-09-21T08:53:57Z
